1.423725588150091648e+00,-1.917970722225891711e+00,1.251429319381713867e-03
1.427047398783336085e+00,-1.909957702891076803e+00,2.226191759109497070e-02
1.423669204099968333e+00,-1.855925844749339859e+00,1.325458288192749023e-03
1.430428586605075436e+00,-1.901801351266038553e+00,4.364892840385437012e-02
1.427220967347264891e+00,-1.846767527910349926e+00,2.379488945007324219e-02
1.423604577483690736e+00,-1.784719313423710707e+00,1.410394906997680664e-03
1.433871119890681278e+00,-1.893497018748053762e+00,6.542256474494934082e-02
1.430840878886797674e+00,-1.837433456347479011e+00,4.669520258903503418e-02
1.427420581604144978e+00,-1.774151302616856496e+00,2.555659413337707520e-02
1.423529589502707804e+00,-1.702160418443775969e+00,1.508891582489013672e-03
1.437376728361348333e+00,-1.885040533503734572e+00,8.759325742721557617e-02
1.434530847423197475e+00,-1.827918862231768138e+00,7.003888487815856934e-02
1.431315325892976054e+00,-1.763365161194192066e+00,5.020061135292053223e-02
1.427652313644923954e+00,-1.689830223866231496e+00,2.760219573974609375e-02
1.440946545285024971e+00,-1.876429154041599823e+00,1.101725697517395020e-01
1.438292990565510188e+00,-1.818217964514666329e+00,9.383893013000488281e-02
1.435291166564259591e+00,-1.752354452523904538e+00,7.535815238952636719e-02
1.431867026391224762e+00,-1.677224920397885510e+00,5.427736043930053711e-02
1.444582688067345355e+00,-1.867657814568806973e+00,1.331715583801269531e-01
1.442129276623009382e+00,-1.808325995384165719e+00,1.181090474128723145e-01
1.439350758126498153e+00,-1.741111786384657689e+00,1.010453701019287109e-01
1.436177247432777859e+00,-1.664333899412502982e+00,8.155378699302673340e-02
1.448287065379038729e+00,-1.858721866465681716e+00,1.566019803285598755e-01
1.446042688031435874e+00,-1.798235207084305731e+00,1.428626030683517456e-01
1.443497172625807234e+00,-1.729628699790209279e+00,1.272788792848587036e-01
1.440585333119265954e+00,-1.651150247441131480e+00,1.094527542591094971e-01
1.452061526235339350e+00,-1.849616839909526078e+00,1.804761886596679688e-01
1.450034387962765070e+00,-1.787942500504227095e+00,1.681151688098907471e-01
1.447732229427658002e+00,-1.717900186467604451e+00,1.540770083665847778e-01
1.456516692121992307e+00,-1.838869720094935101e+00,2.045518159866333008e-01
1.454107865831216539e+00,-1.777438935939205322e+00,1.938812583684921265e-01
1.452060014704634305e+00,-1.705914803486648923e+00,1.814574450254440308e-01
1.409445604708099431e+00,-1.952417968405648407e+00,2.474728673696517944e-01
1.425606762661649762e+00,-1.850929857406677481e+00,2.325555682182312012e-01
1.457909513009596703e+00,-1.689715208662642798e+00,2.088590562343597412e-01
5.556167842200906426e-01,-6.423819806881616579e-01,5.496096611022949219e-02
1.398272320232596178e+00,-1.979370873319513446e+00,2.739095911383628845e-01
1.392020604584843557e+00,-1.937532831955145252e+00,2.688785493373870850e-01
